Tip,Author,Last Sent,Category
"Use is.atomic(v) NOT is.vector(v) to test if vector. Try v=9; attr(v,""A"") = ""attr"" See Wickham, Advanced R http://adv-r.had.co.nz/Data-structures.html #rstats",JBR,2018-11-01T00:00:00Z,base
"nchar(string) finds the length of a string, whereas length(string) finds the length of the vector containing the string(s) https://www.rdocumentation.org/packages/base/versions/3.5.1/topics/nchar #rstats",JBR,2018-11-02T00:00:00Z,base
"Info on getting data from databases, spreadsheets, binary files and APIs into #rstats, from the official R data import/export manual: https://cran.r-project.org/doc/manuals/R-data.html",David Smith,2018-11-05T00:00:00Z,interfaces
"The fs package provides a unified, consistent, and cross-platform set of function for interacting with files and directories in R: https://github.com/r-lib/fs#comparison-vs-base-equivalents #rstats",David Smith,2018-11-06T00:00:00Z,packages
How to connect to Azure Databricks from R https://docs.microsoft.com/azure/azure-databricks/connect-databricks-excel-python-r?WT.mc_id=RLangTip-twitter-davidsmi #rstats,David Smith,2018-11-07T00:00:00Z,Microsoft
Want to fit a generalized additive model to a large data set? Try the bam() function in the mgcv package https://www.rdocumentation.org/packages/mgcv/versions/1.8-25/topics/bam #rstats,JBR,2018-11-08T00:00:00Z,statistics
Tutorial: Analysis of Variance (ANOVA) for comparing the means http://yatani.jp/HCIstats/ANOVA/ #rstats,@FelipeRiveroll,2018-11-09T00:00:00Z,statistics
Use the || and && operators when working with scalar booleans; use | and & when working with vectors https://www.rdocumentation.org/packages/base/versions/3.5.1/topics/Logic #rstats,David Smith,2018-11-12T00:00:00Z,syntax
"Chromebook Data Science, a free course on Data Science with R from the Johns Hopkins Data Science lab #rstats http://jhudatascience.org/chromebookdatascience/",David Smith,2018-11-13T00:00:00Z,courses
How to run RStudio on Azure Databricks https://docs.azuredatabricks.net/spark/latest/sparkr/rstudio.html #rstats,David Smith,2018-11-14T00:00:00Z,Microsoft
You can use the %<>% operator (in the magrittr package) to update an object with a pipe. a %<>% f %>% g is the same as a <- a %>% f %>% g https://www.rdocumentation.org/packages/magrittr/versions/1.5/topics/%25%3C%3E%25 #rstats,David Smith,2018-11-15T00:00:00Z,tips
"Some #rstats Linear Algebra: For a matrix M, Null(M) {MASS package} finds a matrix giving a basis for the left null space https://www.rdocumentation.org/packages/MASS/versions/7.3-51.1/topics/Null",JBR,2018-11-16T00:00:00Z,base
"par(mfrow=c(2,2)); plot(lm(y~x)) will produce 4 nice plots of the regression residuals https://www.rdocumentation.org/packages/stats/versions/3.5.1/topics/plot.lm #rstats",JBR,2018-11-19T00:00:00Z,statistics
Download the source tarball for a specific version of a CRAN package by appending &package=<name>&version=<version_no> to the CRAN mirror URL. Example: https://cloud.r-project.org/package=httr&version=1.3.0 #rstats,David Smith,2018-11-20T00:00:00Z,developer
"Use checkpoint(""2018-11-21"") to make the current project always use today's package versions from now on https://mran.microsoft.com/package/checkpoint/ #rstats",David Smith,2018-11-21T00:00:00Z,Microsoft
"Thanks to the R Core Group, for volunteering their time and expertise to create, improve and support R https://www.r-project.org/contributors.html #rstats",David Smith,2018-11-22T00:00:00Z,holiday
"Hands-On Programming with R, a book to teach programming in R by @StatGarrett, available in its entirety at https://rstudio-education.github.io/hopr/ #rstats",David Smith,2018-11-23T00:00:00Z,books
"Introduction to Rcpp, an R module for integrating C and C++ code: http://dirk.eddelbuettel.com/code/rcpp/Rcpp-introduction.pdf #rstats",John D Cook,2018-11-26T00:00:00Z,developer
A guide to making a reproducible data science environment with R and Docker https://chapmandu2.github.io/post/2018/05/26/reproducible-data-science-environments-with-docker/ #rstats,David Smith,2018-11-27T00:00:00Z,developer
How to set up a data science client for R development on SQL Server: https://docs.microsoft.com/sql/advanced-analytics/r/set-up-a-data-science-client?view=sql-server-2017&WT.mc_id=RLangTip-twitter-davidsmi #rstats,David Smith,2018-11-28T00:00:00Z,Microsoft
Look at under help(par) for options you can use to customize plot() https://www.rdocumentation.org/packages/graphics/versions/3.5.1/topics/par #rstats,JBR,2018-11-29T00:00:00Z,graphics
Use any() and all() to test if any or all of a vector of logical conditions are true https://www.rdocumentation.org/packages/base/versions/3.5.1/topics/any #rstats,JBR,2018-11-30T00:00:00Z,base
Guidance for use of #rstats in regulated clinical trial environments (incl. for FDA): https://www.r-project.org/doc/R-FDA.pdf #rstats,David Smith,2018-12-03T00:00:00Z,applications
"If you want to create animated charts, check out this overview of the gganimate package with lots of examples https://github.com/thomasp85/gganimate/wiki #rstats",David Smith,2018-12-04T00:00:00Z,graphics
RTVS is a free extension for Visual Studio for R programming and debugging https://docs.microsoft.com/en-us/visualstudio/rtvs/?view=vs-2017&WT.mc_id=RLangtip-twitter-davidsmi #rstats,David Smith,2018-12-05T00:00:00Z,Microsoft
"Free text: ""Practical Regression and ANOVA with R"": https://cloud.r-project.org/doc/contrib/Faraway-PRA.pdf #rstats",@kbethany,2018-12-06T00:00:00Z,statistics
Find the smallest positive floating-point number x such 1 + x != 1 on your computer with the variable .Machine https://www.rdocumentation.org/packages/base/versions/3.5.1/topics/.Machine #rstats,Joseph Rickert,2018-12-07T00:00:00Z,base
"The ""round"" function uses the ""round-to-even"" rule. round(3.5) and round(4.5) are both 4 https://www.rdocumentation.org/packages/base/versions/3.3.1/topics/Round #rstats",David Smith,2018-12-10T00:00:00Z,base
"Use readr::parse_datetime to convert text representations of dates and times (e.g. ""4:30 PM"") to a POSIXct vector https://www.rdocumentation.org/packages/readr/versions/1.2.1/topics/parse_datetime #rstats",David Smith,2018-12-11T00:00:00Z,packages
"Introduction to AzureRMR, a package for managing Azure resources from R https://cloud.r-project.org/web/packages/AzureRMR/vignettes/intro.html #rstats",David Smith,2018-12-12T00:00:00Z,Microsoft
Index of datasets included with R https://www.rdocumentation.org/packages/datasets/versions/3.5.1 #rstats,David Smith,2018-12-13T00:00:00Z,data
The scan() function is useful for reading short sequences of data into a vector or list from the console or from a file https://www.rdocumentation.org/packages/base/versions/3.5.1/topics/scan #rstats,JBR,2018-12-14T00:00:00Z,base
How to generate random numbers in R: http://blog.revolutionanalytics.com/2009/02/how-to-choose-a-random-number-in-r.html #rstats,David Smith,2018-12-17T00:00:00Z,tips
"To select a column from a matrix and keep it as a column matrix, not a vector: X[,1,drop=FALSE] https://www.rdocumentation.org/packages/base/topics/Extract #rstats",David Smith,2018-12-18T00:00:00Z,base
Tutorial: Run a parallel R simulation in an Azure cluster with the doAzureParallel package https://docs.microsoft.com/azure/batch/tutorial-r-doazureparallel?WT.mc_id=RLangTip-twitter-davidsmi #rstats,David Smith,2018-12-19T00:00:00Z,Microsoft
"rle(x) (""run-length encoding"") computes the lengths of runs of equal values in a vector https://www.rdocumentation.org/packages/base/topics/rle #rstats",John D Cook,2018-12-20T00:00:00Z,base
"The official ""Introduction to R"" manual, updated with every R release https://cloud.r-project.org/doc/manuals/r-release/R-intro.html #rstats",David Smith,2018-12-21T00:00:00Z,help
Plot sample with error bars and color coded legend https://stackoverflow.com/questions/19618584/how-to-show-sample-error-bars-in-the-legend-in-r #rstats,JBR,2018-12-24T00:00:00Z,graphics
"Seasons Greetings! library(animation); demo(""Xmas"") https://cloud.r-project.org/package=animation #rstats",David Smith,2018-12-25T00:00:00Z,holiday
"getOption(""defaultPackages"") lists the packages (in addition to base) loaded at startup #rstats",JBR,2018-12-26T00:00:00Z,base
"write.matrix(M) in the built-in ""MASS"" package will print out a matrix, M, without the row and column index labels https://www.rdocumentation.org/packages/MASS/topics/write.matrix #rstats",JBR,2018-12-27T00:00:00Z,base
Try demo('graphics') ... and type demo() to see other demos available in attached packages https://www.rdocumentation.org/packages/utils/topics/demo #rstats,Joseph Rickert,2018-12-28T00:00:00Z,graphics
New YeaR's resolution: Join a local R user group: https://jumpingrivers.github.io/meetingsR/r-user-groups.html #rstats,JBR,2019-01-01T00:00:00Z,holiday
"Generate a sequence of dates: seq(as.Date(""2000/1/1""), as.Date(""2019/1/1""), ""years"") https://www.rdocumentation.org/packages/base/topics/seq.Date #rstats",JBR,2019-01-02T00:00:00Z,base
A suite of R packages for quantitative risk management in finance: https://tidyrisk.org/ #rstats,David Smith,2019-01-03T00:00:00Z,applications
"Introduction to Empirical Bayes: Examples from Baseball Statistics, a name-your-own-price book by @drob #rstats https://gumroad.com/l/empirical-bayes",David Smith,2019-01-04T00:00:00Z,books
"Use setdiff(x,y) to find the values that appear in x but not in y https://www.rdocumentation.org/packages/base/topics/sets #rstats",David Smith,2019-01-07T00:00:00Z,base
This vignette for the showtext package explains how to display non-standard fonts in R graphics https://cran.rstudio.com/web/packages/showtext/vignettes/introduction.html #rstats,David Smith,2019-01-08T00:00:00Z,graphics
An architecture for deploying real-time predictive models trained with R: https://docs.microsoft.com/azure/architecture/reference-architectures/ai/realtime-scoring-r?WT.mc_id=RLangTip-twitter-davidsmi  #rstats,David Smith,2019-01-09T00:00:00Z,Microsoft
Use clusterboot() in the fpc package to help assess the stability of cluster classifications #rstats https://www.rdocumentation.org/packages/fpc/topics/clusterboot,JBR,2019-01-10T00:00:00Z,statistics
"Leave out the mth column of a data frame: dF[,-m] https://www.rdocumentation.org/packages/base/topics/Extract #rstats",JBR,2019-01-11T00:00:00Z,base
"Calculate running 30-day means of daily values in vector x: filter(x,rep(1/30,30)) #rstats https://www.rdocumentation.org/packages/stats/topics/filter",David Smith,2019-01-14T00:00:00Z,base
"Lightweight, dependency-free package for installing R packages from Github, etc: remotes https://remotes.r-lib.org/ #rstats",David Smith,2019-01-15T00:00:00Z,packages
How to use R in an Azure VM with Microsoft ML Server: https://docs.microsoft.com/machine-learning-server/install/machine-learning-server-in-the-cloud?WT.mc_id=RLangTip-twitter-davidsmi #rstats,David Smith,2019-01-16T00:00:00Z,Microsoft
"Got duration data, but some of the events are incomplete? Fit a Cox Proportional Hazards Regression Model with the coxph() function in the survival package https://www.rdocumentation.org/packages/survival/topics/coxph #rstats",David Smith,2019-01-17T00:00:00Z,statistics
Compute or estimate the condition number of a matrix: kappa(M) https://www.rdocumentation.org/packages/base/topics/kappa #rstats,JBR,2019-01-18T00:00:00Z,mathematics
Get financial data and more from Quandl with R https://www.quandl.com/tools/r #rstats,Joseph Rickert,2019-01-21T00:00:00Z,applications
Online help for the ggplot2 graphics package https://ggplot2.tidyverse.org/reference/ #rstats,Derek Norton,2019-01-22T00:00:00Z,graphics
"A free, 4-week online course for beginners: ""Introduction to R for Data Science"" https://www.edx.org/course/introduction-r-data-science-microsoft-dat204x-5 #rstats",David Smith,2019-01-23T00:00:00Z,Microsoft
"""How do I?..."": 200 R idioms for common tasks from @sharon000, author of Practical R for Mass Communication and Journalism https://smach.github.io/R4JournalismBook/HowDoI.html #rstats",David Smith,2019-01-24T00:00:00Z,tips
Get started debugging by adding a browser() call to your function http://rfunction.com/archives/2633 #rstats,Joseph Rickert,2019-01-25T00:00:00Z,base
"tail(x, n) shows the last n elements of x if n is positive, all but the first |n| elements if n is negative https://www.rdocumentation.org/packages/utils/topics/head #rstats",John D Cook,2019-01-28T00:00:00Z,base
"Hydrology Data and Modeling, a CRAN task view listing packages for the analysis of movement, distribution and quality of water and water resources https://cran.r-project.org/web/views/Hydrology.html #rstats",David Smith,2019-01-29T00:00:00Z,Task View
How to generate Outlook email notifications from R: http://www.birchbison.ca/blog/sending-email-from-outlook-in-r #rstats,David Smith,2019-01-30T00:00:00Z,Microsoft
"Sort a vector into decreasing order: sort(x,decreasing=TRUE) #rstats https://www.rdocumentation.org/packages/base/topics/sort",JBR,2019-01-31T00:00:00Z,base
"If ch is a character vector, then noquote(ch) prints it without the usual quotes surrounding each element #rstats https://www.rdocumentation.org/packages/base/topics/noquote",David Smith,2019-02-01T00:00:00Z,base
Locate the largest number in a vector with which.max(mydata) https://www.rdocumentation.org/packages/base/topics/which.min #rstats,David Smith,2019-02-04T00:00:00Z,base
Use containers for reproducibility: Introduction to Docker for R users https://colinfay.me/docker-r-reproducibility/ #rstats,David Smith,2019-02-05T00:00:00Z,ecosystem
Free hosted Jupyter notebooks with R support: Azure Notebooks https://docs.microsoft.com/azure/notebooks/azure-notebooks-overview?WT.mc_id=RLangTip-Twitter-davidsmi #rstats,David Smith,2019-02-06T00:00:00Z,Microsoft
"xor(x,y) (element wise exclusive OR) is one of R's logical operators https://www.rdocumentation.org/packages/base/topics/Logic #rstats",JBR,2019-02-07T00:00:00Z,base
"Use saveRDS(obj,""myfile"") and readRDS(obj,""myfile"") to save / read an R object to / from a file https://www.rdocumentation.org/packages/base/topics/readRDS #rstats",JBR,2019-02-08T00:00:00Z,base
agnes() (in the cluster package) implements 6 methods of agglomerative clustering https://www.rdocumentation.org/packages/cluster/topics/agnes #rstats,JBR,2019-02-11T00:00:00Z,statistics
Getting started with Tensorflow Probability from R https://blogs.rstudio.com/tensorflow/posts/2019-01-08-getting-started-with-tf-probability/ #rstats,David Smith,2019-02-12T00:00:00Z,machine learning
Walkthroughs of data analyses using SQL Server and R under the Team Data Science Process https://docs.microsoft.com/azure/machine-learning/team-data-science-process/walkthroughs-sql-server?WT.mc_id=RLangTip-twitter-davidsmi #rstats,David Smith,2019-02-13T00:00:00Z,Microsoft
Send an R valentine https://stackoverflow.com/questions/8082429/plot-a-heart-in-r #rstats,JBR,2019-02-14T00:00:00Z,holiday
Use unname() to remove the names of an R object #rstats https://www.rdocumentation.org/packages/base/versions/unname,Joseph Rickert,2019-02-15T00:00:00Z,base
"Use mapply to call a multi-argument function repeatedly, e.g. mapply(sample, list(1:56, 1:46), c(5,1)) #rstats https://www.rdocumentation.org/packages/base/topics/mapply",David Smith,2019-02-18T00:00:00Z,function
BBC Visual and Data Journalism cookbook for R graphics https://bbc.github.io/rcookbook/ #rstats,David Smith,2019-02-19T00:00:00Z,graphics
"Free e-book by @nbrgraphs and @jtrnyc ""Effective Graphs with Microsoft R Open"" http://www.joyce-robbins.com/wp-content/uploads/2016/04/effectivegraphsmro1.pdf #rstats",David Smith,2019-02-20T00:00:00Z,Microsoft
The function dpih() {KernSmooth} uses the direct plug-in methodology to automatically select the bin width of a histogram https://www.rdocumentation.org/packages/KernSmooth/versions/2.23-15/topics/dpih #rstats,JBR,2019-02-21T00:00:00Z,statistics
"? is a shortcut for help(). ?? is a shortcut for help.search(). Use ""packagename::query"" to restrict the search to a specific package. https://www.rdocumentation.org/packages/utils/versions/3.5.2/topics/help #rstats",John D Cook,2019-02-22T00:00:00Z,help
"In base graphics, use rug() to add a rug representation (1-d plot) of the data to a plot https://www.rdocumentation.org/packages/graphics/versions/3.5.2/topics/rug #rstats",JBR,2019-02-25T00:00:00Z,graphics
"Use library() to see all packages installed, search() to see all packages loaded #rstats https://www.statmethods.net/interface/packages.html",Quick R,2019-02-26T00:00:00Z,base
"Introduction to AzureStor, a package to manage Blob storage, File storage, and Data Lake Storage in Azure https://cloud.r-project.org/web/packages/AzureStor/vignettes/intro.html #rstats",David Smith,2019-02-27T00:00:00Z,Microsoft
Keep up with R by reading the R Journal: http://journal.r-project.org/ #rstats,JBR,2019-02-28T00:00:00Z,community
"Free book by @ClausWilke: ""Fundamentals of Data Visualization"". R code linked in ""Technical Notes"" section. https://serialmentor.com/dataviz/ #rstats",David Smith,2019-03-01T00:00:00Z,books
"Just because you *can* redefine built-in functions in R doesn't mean it's a good idea. Avoid function names like c, t, sum etc. #rstats",David Smith,2019-03-04T00:00:00Z,tips
How to make color-coded calendars in R: https://www.infoworld.com/article/3331605/r-language/how-to-create-color-coded-calendars-in-r.html #rstats,David Smith,2019-03-05T00:00:00Z,graphics
How to deploy R as a service in Azure with Kubernetes and the plumber package https://blog.revolutionanalytics.com/2018/12/azurecontainers.html #rstats,David Smith,2019-03-06T00:00:00Z,Microsoft
Use skim_tee (in the skimr package) data to inspect data in a #rstats pipe chain: https://twitter.com/CMastication/status/1093509987538821120,David Smith,2019-03-07T00:00:00Z,tips
Some examples of using get() to retrieve an R object by name using a character string: http://rfunction.com/archives/2105 #rstats,JBR,2019-03-08T00:00:00Z,base
"getwd() returns the current working directory, the place where R reads and write relative filenames in this session: https://www.rdocumentation.org/packages/base/versions/3.5.2/topics/getwd #rstats",David Smith,2019-03-11T00:00:00Z,function
"Generate the sequence 0 1 2 3 4 5 6 7 8 9 10 with: `c`<-function(...){list(...)[[-1]];}->>`c`;`[`=0;`]`=10;c(c,c)(c,c)(c,invisible)(`[`[]:`]`[])[]; https://codegolf.stackexchange.com/questions/4010/whats-the-ugliest-line-of-r-code-that-still-parses/4011#4011 #rstats",David Smith,2019-04-01T00:00:00Z,holiday
dplyr pull,NA,NA,NA
Quickstart: Using R in Azure SQL Database (preview): https://docs.microsoft.com/en-us/azure/sql-database/sql-database-connect-query-r,NA,NA,NA
https://blogs.msdn.microsoft.com/mlserver/2017/07/07/set-up-an-auto-scale-environment-to-operationalize-your-r-analytics-with-just-one-click/,NA,NA,NA
R on Kubernetes https://code.markedmondson.me/r-on-kubernetes-serverless-shiny-r-apis-and-scheduled-scripts/,NA,NA,NA
janitor package,NA,NA,NA
Instructions for building R with multithreaded OpenBLAS on Windows: https://www.avrahamadler.com/r-tips/build-openblas-for-windows-r64/ #rstats,NA,NA,NA
reticulate,NA,NA,NA
