Tip,Author,Last Sent,Category
"See demo(plotmath) for examples of mathematics (exponents, greek symbols etc) in #rstats plots https://www.rdocumentation.org/packages/grDevices/versions/3.3.2/topics/plotmath",David Smith,2016-12-07T00:00:00Z,graphics
"The ""tabular"" function generates crosstabs with summary stats a la SAS PROC TABULATE #rstats https://www.rdocumentation.org/packages/tables/versions/0.7.92/topics/tabular",David Smith,2016-12-08T00:00:00Z,reporting
"Use combn(1:n,m) to find all combinations of the first n numbers taken m at a time https://www.rdocumentation.org/packages/utils/versions/3.3.2/topics/combn #rstats",JBR,2016-12-09T00:00:00Z,base
"The most useful R tricks, according to StackOverflow http://stackoverflow.com/questions/1295955/what-is-the-most-useful-r-trick #rstats",John D Cook,2016-12-12T00:00:00Z,help
How to create charts in the style of @edwardtufte with R: http://motioninsocial.com/tufte/ #rstats,David Smith,2016-12-13T00:00:00Z,graphics
Cheat sheet for machine learning functions in Microsoft R's MicrosoftML package https://msdn.microsoft.com/en-us/microsoft-r/microsoftml-algorithm-cheat-sheet #rstats,David Smith,2016-12-14T00:00:00Z,Microsoft
"Use rpois(n,lambda) to generate n random draws from a Poisson distribution with rate lambda https://www.rdocumentation.org/packages/stats/versions/3.3.1/topics/Poisson #rstats",JBR,2016-12-15T00:00:00Z,base
which(x > 0) returns the locations of positive elements in numeric vector x https://www.rdocumentation.org/packages/base/versions/3.3.2/topics/which #rstats,David Smith,2016-12-16T00:00:00Z,base
"List of R packages related to networks, graphs, Bayesian models, and flow diagrams: https://cran.r-project.org/web/views/gR.html #rstats",David Smith,2016-12-19T00:00:00Z,package
How to build use API Client libraries from Swagger to integrate R into applications with Microsoft R Server https://msdn.microsoft.com/en-us/microsoft-r/operationalize/app-developer-get-started #rstats,David Smith,2016-12-21T00:00:00Z,Microsoft
Not sure why your R function threw an error? Use traceback() to find out where it occurred https://www.rdocumentation.org/packages/base/versions/3.3.2/topics/traceback #rstats,David Smith,2016-12-22T00:00:00Z,base
"A holiday wreath, created with R by @EEB_Flow http://evol-eco.blogspot.com/2016/12/2016-holiday-card.html #rstats",David Smith,2016-12-23T00:00:00Z,holiday
Find many examples of R charts (with code) at the R Graph Gallery http://www.r-graph-gallery.com/ #rstats,David Smith,2016-12-26T00:00:00Z,graphics
"In scripts, wrap code in local({ }) to prevent temporary variables overwriting global data: https://www.rdocumentation.org/packages/base/versions/3.3.2/topics/eval #rstats",David Smith,2016-12-27T00:00:00Z,base
Free R online R course starting January 1: Introduction to R https://www.edx.org/course/introduction-r-data-science-microsoft-dat204x-3#! #rstats,David Smith,2016-12-28T00:00:00Z,Microsoft
"Some fun, non-work things you can do you do with R #rstats http://blog.revolutionanalytics.com/2011/07/a-bit-of-fun-with-r.html",David Smith,2016-12-29T00:00:00Z,fun
"An R ""Happy New Year"" greeting from Yihui Xie #rstats http://yihui.name/en/2009/12/happy-new-year-with-r/",Joseph Rickert,2016-12-30T00:00:00Z,holiday
"Use help.search to find documentation, vignettes and demos on a specific topic, e.g. help.search(""time series"") #rstats",JBR,2017-01-02T00:00:00Z,help
Two-minute video tutorials for R beginners #rstats http://www.twotorials.com/,David Smith,2017-01-03T00:00:00Z,resource
An R tutorial in 25 functions (including some Microsoft R packages): https://msdn.microsoft.com/en-us/microsoft-r/microsoft-r-getting-started-tutorial #rstats,David Smith,2017-01-04T00:00:00Z,Microsoft
Launch R as a clean session with no extension packages or saved objects: R --vanilla https://www.rdocumentation.org/packages/base/versions/3.3.2/topics/Startup,David Smith,2017-01-05T00:00:00Z,reproducibility
List of R functions and packages to support reproducible research http://cran.r-project.org/web/views/ReproducibleResearch.html #rstats,David Smith,2017-01-06T00:00:00Z,reproducibility
"Use the magrittr pkg %$% operator to extract and process a column from a data frame:
mtcars %$% mean(mpg)
https://www.rdocumentation.org/packages/magrittr/versions/1.5/topics/%25%24%25 via @drob",David Smith,2017-01-10T00:00:00Z,package
Install an R package directly from GitHub with devtools package: https://www.rdocumentation.org/packages/devtools/versions/1.12.0/topics/install_github #rstats,David Smith,2017-01-12T00:00:00Z,function
Tutorial introduction to time series in #rstats (4th edition): http://www.stat.pitt.edu/stoffer/tsa4/R_toot.htm,David Smith,2017-01-13T00:00:00Z,statistics
"Perform a keyword search for help at the #rstats console:
??keyword",JBR,2017-01-16T00:00:00Z,help
"Use the circlize package to create chord diagrams, phylogenetic trees and other circular charts https://mran.microsoft.com/package/circlize/ #rstats",David Smith,2017-01-17T00:00:00Z,graphics
How to optimize parallel algorithms using rExec in Microsoft R Server #rstats https://blogs.msdn.microsoft.com/microsoftrservertigerteam/2016/11/14/performance-optimization-when-using-rxexec-to-parallelize-algorithms/,David Smith,2017-01-18T00:00:00Z,Microsoft
which.min(x) and which.max(x) return the first index of the min and max of x https://www.rdocumentation.org/packages/base/versions/3.3.2/topics/which.min #rstats,JBR,2017-01-19T00:00:00Z,base
"Return the row/column indices of positive elements of matrix x: which(x>0, arr.ind=TRUE) #rstats https://www.rdocumentation.org/packages/base/versions/3.3.2/topics/which",David Smith,2017-01-20T00:00:00Z,base
Visualize a 3-D surface with the persp function https://www.rdocumentation.org/packages/graphics/versions/3.3.2/topics/persp #rstats,David Smith,2017-01-23T00:00:00Z,graphics
"Create a deck of cards in #rstats: expand.grid(rank=c(""A"",2:10,""J"",""Q"",""K""),suit=c(""S"",""H"",""D"",""C"")) #rstats http://bit.ly/roo0w5",David Smith,2017-01-24T00:00:00Z,base
A list of data sets you can use with R: https://mran.microsoft.com/documents/data/ #rstats,JBR,2017-01-25T00:00:00Z,data
rnoaa: @ROpenSci package to access many NOAA data sources including the NCDC climate API https://github.com/ropensci/rnoaa  #rstats,David Smith,2017-01-25T00:00:00Z,data
How to import 100 years of European climate change data into R: https://biologyforfun.wordpress.com/2014/05/05/importing-100-years-of-climate-change-into-r/  #rstats,David Smith,2017-01-25T00:00:00Z,data
Make publication-ready tables in R with the xtables package http://blog.revolutionanalytics.com/2010/02/making-publicationready-tables-with-xtable.html … #rstats,David Smith,2017-01-26T00:00:00Z,reporting
A list of data sets you can use with R: https://mran.microsoft.com/documents/data/ #rstats,David Smith,2017-01-27T00:00:00Z,data
"To include a quote character in a string, use \""
for a single backslash, use \\
#rstats https://www.rdocumentation.org/packages/base/versions/3.3.2/topics/Quotes",David Smith,2017-01-30T00:00:00Z,base
The mice package can be used to impute missing values in a data set https://mran.microsoft.com/package/mice/ #rstats,David Smith,2017-01-31T00:00:00Z,package
Use R Tools for Visual Studio @RT4VS to write R code as a SQL Server 2016 stored procedure https://microsoft.github.io/RTVS-docs/sqlserver.html #rstats,David Smith,2017-02-01T00:00:00Z,Microsoft
confint() in the MASS package will compute confidence intervals for glm models https://www.rdocumentation.org/packages/MASS/versions/7.3-45/topics/confint-MASS #rstats,JBR,2017-02-03T00:00:00Z,statistics
Hunt for an object in all loaded namespaces with getAnywhere(object) https://www.rdocumentation.org/packages/utils/versions/3.3.2/topics/getAnywhere #rstats,JBR,2017-02-06T00:00:00Z,base
Make R pause for 3 seconds during a script or function: Sys.sleep(3) #rstats https://www.rdocumentation.org/packages/base/versions/3.3.2/topics/Sys.sleep,David Smith,2017-02-07T00:00:00Z,base
List of R packages for survey design and official statistics: https://cran.r-project.org/web/views/OfficialStatistics.html #rstats,David Smith,2017-02-08T00:00:00Z,package
Write a book in the style of @edwardtufte with the tint package: http://dirk.eddelbuettel.com/code/tint.html #rstats,David Smith,2017-02-09T00:00:00Z,reporting
Try hclust() in the stats package for hierarchical clustering https://www.rdocumentation.org/packages/stats/versions/3.3.1/topics/hclust #rstats,Joseph Rickert,2017-02-10T00:00:00Z,statistics
"By default, sample(x) randomly permutes x. With the option replace=TRUE it samples with replacement. https://www.rdocumentation.org/packages/base/versions/3.3.2/topics/sample #rstats",John D Cook,2017-02-13T00:00:00Z,base
Jenny's constant in R: (7^(exp(1)-1/exp(1))-9)*pi^2 #rstats (via @xkcd http://xkcd.com/1047/ ) Happy V Day!,JBR,2017-02-14T00:00:00Z,holiday
Use colSums to quickly calculate totals from the columns of a large matrix or table: https://www.rdocumentation.org/packages/base/versions/3.3.2/topics/colSums #rstats,David Smith,2017-02-15T00:00:00Z,base
"A basic ""working vocabulary"" for R (by @hadleywickham) http://adv-r.had.co.nz/Vocabulary.html #rstats",JBR,2017-02-16T00:00:00Z,tutorial
List of predictive model types supported by the caret package: http://topepo.github.io/caret/train-models-by-tag.html #rstats,David Smith,2017-02-17T00:00:00Z,statistics
Type ?regex in the console to get the R manual on regular expressions https://www.rdocumentation.org/packages/base/versions/3.3.2/topics/regex #rstats,JBR,2017-02-20T00:00:00Z,base
Ways to find which namespace a function comes from http://stackoverflow.com/questions/6429180/how-do-you-you-determine-the-namespace-of-a-function #rstats,@joshua_ulrich,2017-02-21T00:00:00Z,base
Compare the distribution of two samples with the Kolmogorov-Smirnov Test: ks.test() https://www.rdocumentation.org/packages/stats/versions/3.3.2/topics/ks.test #rstats,JBR,2017-02-22T00:00:00Z,statistics
Not sure where to add text or other annotations to your #rstats chart? Use 'locator' to pinpoint with the mouse: https://www.rdocumentation.org/packages/graphics/versions/3.3.2/topics/locator,David Smith,2017-02-23T00:00:00Z,graphics
Create a file called .Rprofile of commands to run each time R starts. Good for setting options etc. Example: https://www.rdocumentation.org/packages/base/versions/3.3.2/topics/Startup #rstats,David Smith,2017-02-24T00:00:00Z,base
Generate a LaTeX or HTML table from an R object with xtable https://www.rdocumentation.org/packages/xtable/versions/1.8-2/topics/xtable #rstats,John D Cook,2017-02-27T00:00:00Z,reporting
An index to CRAN Task Views with some visual puns by @geospacedman http://www.maths.lancs.ac.uk/~rowlings/R/TaskViews/ #rstats,David Smith,2017-02-28T00:00:00Z,package
Publish R functions as web services with mrsdeploy in Microsoft R Server: https://msdn.microsoft.com/en-us/microsoft-r/operationalize/data-scientist-manage-services #rstats,David Smith,2017-03-01T00:00:00Z,Microsoft
"Robust regression in R (PDF, Fox & Weisberg): http://socserv.mcmaster.ca/jfox/Books/Companion/appendix/Appendix-Robust-Regression.pdf #rstats",David Smith,2017-03-02T00:00:00Z,manuals
"Reverse the elements of  a vector x with rev(x) -- works on lists, too https://www.rdocumentation.org/packages/base/versions/3.3.2/topics/rev #rstats",JBR,2017-03-03T00:00:00Z,base
R.version.string is character string describing the version of R you are running https://www.rdocumentation.org/packages/base/versions/3.3.2/topics/R.Version #rstats,JBR,2017-03-06T00:00:00Z,base
Version control for R projects: Guide to using Git and Github with RStudio by @jennybc http://happygitwithr.com/ #rstats,David Smith,2017-03-07T00:00:00Z,bestpractices
svd(X) will compute the singular value decomposition of a matrix https://www.rdocumentation.org/packages/base/versions/3.3.2/topics/svd #rstats,JBR,2017-03-08T00:00:00Z,base
"Find dates of many public holidays with the timeDate package: holiday(Holiday=""JPNationalCultureDay"") https://www.rdocumentation.org/packages/timeDate/versions/3012.100/topics/holiday #rstats",JBR,2017-03-09T00:00:00Z,holiday
"The operator <<- does global assignment. If you think you need <<-, think again. -- P Burns, The R Inferno http://www.burns-stat.com/pages/Tutor/R_inferno.pdf #rstats",John D Cook,2017-03-10T00:00:00Z,base
Try the rattle package for a GUI based introduction to machine learning using R http://rattle.togaware.com/ #rstats,JBR,2017-03-13T00:00:00Z,package
"Trigonometric functions in R use radians. For example, cos(355) prints as -1 (and this is why: http://davidbau.com/archives/2010/03/14/the_mystery_of_355113.html) #rstats",David Smith,2017-03-14T00:00:00Z,holiday
basename(path) removes all of the file path up to and including the last (Windows or Unix) path separator #rstats https://www.rdocumentation.org/packages/base/versions/3.3.2/topics/basename,JBR,2017-03-15T00:00:00Z,base
"The AzureSMR package provides R functions to control various Azure services, like VMs, blobs, and clusters http://blog.revolutionanalytics.com/2016/12/azuresmr.html #rstats",David Smith,2017-03-16T00:00:00Z,Microsoft
"Perform a likelihood ratio test for nested GLM models with lrtest(m1,m2) https://www.rdocumentation.org/packages/lmtest/versions/0.9-35/topics/lrtest #rstats",JBR,2017-03-17T00:00:00Z,statistics
Use object.size() to estimate the amount of memory an R object is consuming #rstats https://www.rdocumentation.org/packages/utils/versions/3.3.2/topics/object.size,Joseph Rickert,2017-03-20T00:00:00Z,base
Style guide for R programming by Graham Williams http://blog.revolutionanalytics.com/2016/10/sharing-r-code-with-style.html #rstats,David Smith,2017-03-21T00:00:00Z,bestpractices
Convert a scalar function to one that operates on vectors with Vectorize https://www.rdocumentation.org/packages/base/versions/3.3.2/topics/Vectorize #rstats,David Smith,2017-03-22T00:00:00Z,base
as.hexmode(N) will convert integers into hexadecimal format https://www.rdocumentation.org/packages/base/versions/3.3.2/topics/hexmode #rstats,JBR,2017-03-23T00:00:00Z,base
acf() computes the autocovariance or autocorrelation of a vector or time series https://www.rdocumentation.org/packages/stats/versions/3.3.2/topics/acf #rstats,JBR,2017-03-24T00:00:00Z,statistics
Type ?Syntax to learn the precedence of operators in the R language: https://www.rdocumentation.org/packages/base/versions/3.3.2/topics/Syntax #rstats,David Smith,2017-03-27T00:00:00Z,base
Some handy tricks for handling columns in data frames with dplyr: http://www.brodrigues.co/blog/2017-02-17-lesser_known_tricks/ #rstats,David Smith,2017-03-28T00:00:00Z,package
Negative indexes remove elements from a vector. x[-1] is x without the first element https://www.rdocumentation.org/packages/base/versions/3.3.2/topics/Extract #rstats,David Smith,2017-03-29T00:00:00Z,base
"uniroot(fun,c(a,b)) will find where fun(x) equals zero in the interval [a,b] https://www.rdocumentation.org/packages/stats/versions/3.3.2/topics/uniroot #rstats",JBR,2017-03-30T00:00:00Z,base
List of R debugging tips: http://stackoverflow.com/questions/4442518/general-suggestions-for-debugging-in-r#5156351 #rstats,David Smith,2017-03-31T00:00:00Z,base
"If you have an active trans-temporal internet connection, you can use ???? for extra help, e.g. ????t.test #rstats #easteregg",David Smith,2017-04-01T00:00:00Z,holiday
Comparing floating-point numbers with == is unwise. Use all.equal to avoid errors from rounding: https://www.rdocumentation.org/packages/base/versions/3.3.2/topics/all.equal #rstats,David Smith,2017-04-03T00:00:00Z,base
Find the geographic location of an IP address with the rgeolocate package https://mran.microsoft.com/package/rgeolocate/ #rstats,David Smith,2017-04-04T00:00:00Z,package
"How to install and enable R Services for SQL Server 2016, by @nielsberglund http://www.nielsberglund.com/2017/03/04/microsoft-sql-server-2016-r-services-installation #rstats",@nielsberglund,2017-04-05T00:00:00Z,Microsoft
Use train() in the caret package to evaluate models over a grid of tuning parameters https://www.rdocumentation.org/packages/caret/versions/6.0-73/topics/train #rstats,David Smith,2017-04-06T00:00:00Z,package
"Get an overview of documentation for an installed package: help(package=""<package-name>"") #rstats https://www.rdocumentation.org/packages/utils/versions/3.3.3/topics/help",JBR,2017-04-07T00:00:00Z,help
Qualification and validation of R for 21CFR11 compliance and use in FDA clinical trials: https://www.r-project.org/doc/R-FDA.pdf #rstats,JBR,2017-04-10T00:00:00Z,bestpractices
"For int'l number formats: parse_number(""123.456,789"", locale=locale(grouping_mark=""."", decimal_mark="","")) #rstats https://www.rdocumentation.org/packages/readr/versions/1.1.0/topics/parse_number",David Smith,2017-04-11T00:00:00Z,package
Use dput to archive an R object to a file; load into another R session with dget https://www.rdocumentation.org/packages/base/versions/3.3.3/topics/dput http://bit.ly/NOuduT #rstats,David Smith,2017-04-12T00:00:00Z,base
Try out the %>% operator in the magrittr package https://mran.microsoft.com/package/magrittr/ to avoid nested function calls #rstats,Joseph Rickert,2017-04-13T00:00:00Z,package
"kruskal.test(list(x,y)) performs the Kruskal-Wallis Rank Sum Test to compare the distributions of x and y https://www.rdocumentation.org/packages/stats/versions/3.3.3/topics/kruskal.test  #stats",David Smith,2017-04-14T00:00:00Z,statistics
Use the odbc package to download data from ODBC-compliant databases into R https://mran.microsoft.com/package/odbc/ #rstats,David Smith,2017-04-17T00:00:00Z,package
Find extensions for the ggplot2 graphics system at http://www.ggplot2-exts.org/ #rstats,David Smith,2017-04-18T00:00:00Z,graphics
A two-page handout with info on the Azure Data Science Virtual Machine (includes #rstats) http://aka.ms/dsvm/handout,David Smith,2017-04-19T00:00:00Z,Microsoft
"Yes, you can return more than one value from a function: use a list! return(list(val1, val2, val3)) #rstats",David Smith,2017-04-20T00:00:00Z,base
"cor.test(x,y) will test if the correlation between paired values in x and y is statistically significant https://www.rdocumentation.org/packages/stats/versions/3.3.3/topics/cor.test #rstats",David Smith,2017-04-21T00:00:00Z,statistics
"For base graphics, par(mfrow=c(m,n)) will divide a graphics window into a grid of m x n plots https://www.rdocumentation.org/packages/graphics/versions/3.3.3/topics/par #rstats",JBR,2017-04-24T00:00:00Z,graphics
Find interactive charts you can create with R at the htmlwidgets gallery http://gallery.htmlwidgets.org/ #rstats,David Smith,2017-04-25T00:00:00Z,graphics
Resources for getting started with Microsoft R Server https://www.microsoft.com/en-us/cloud-platform/r-server-resources #rstats,David Smith,2017-04-26T00:00:00Z,Microsoft
R For Dummies helps with regular expressions #rstats http://www.dummies.com/programming/r/how-to-use-regular-expressions-in-r/,Joseph Rickert,2017-04-27T00:00:00Z,base
Use the gbm package to fit generalized boosted regression models https://mran.microsoft.com/package/gbm/ #rstats,JBR,2017-04-28T00:00:00Z,statistics
Use the gridExtra package to lay out multiple ggplot2 charts on a single page http://www.imachordata.com/extra-extra-get-your-gridextra/ #rstats,David Smith,2017-05-01T00:00:00Z,graphics
Use arima.sim() to simulate time series under an ARIMA model https://www.rdocumentation.org/packages/stats/versions/3.4.0/topics/arima.sim #rstats,David Smith,2017-05-02T00:00:00Z,statistics
The Plotly R library provides a  way to plot and share interactive graphics on the web using ggplot2 syntax https://plot.ly/r/ #rstats,Joseph Rickert,2017-05-03T00:00:00Z,graphics
The lubridate package simplifies operations on dates and times: https://github.com/hadley/lubridate/ #rstats,David Smith,2017-05-04T00:00:00Z,package
Use NROW/NCOL instead of nrow/ncol to treat vectors as 1-column matrices #rstats https://www.rdocumentation.org/packages/base/versions/3.4.0/topics/nrow,David Smith,2017-05-05T00:00:00Z,base
"R functions and packages for differential equations: ODEs, SDEs, PDEs etc: https://cloud.r-project.org/web/views/DifferentialEquations.html #rstats",David Smith,2017-05-08T00:00:00Z,Task View
"To calculate the inverse of a square numeric matrix, use solve(X):  https://www.rdocumentation.org/packages/base/versions/3.4.0/topics/solve #rstats",David Smith,2017-05-09T00:00:00Z,base
Tips and tricks for optimizing R applications deployed in SQL Server https://azure.microsoft.com/en-us/blog/optimization-tips-and-tricks-on-azure-sql-server-for-machine-learning-services/ #rstats,David Smith,2017-05-10T00:00:00Z,Microsoft
"Technical Foundations of Informatics: A modern introduction to R, by @mf_viz and @joelwross https://info201-s17.github.io/book/ #rstats",David Smith,2017-05-11T00:00:00Z,tutorial
rpart is an R function for CART-like classification and regression trees https://www.rdocumentation.org/packages/rpart/versions/4.1-11/topics/rpart #rstats,JBR,2017-05-12T00:00:00Z,statistics
"To include a quote character in a string, use \""
Use \\ for a single backslash
#rstats https://www.rdocumentation.org/packages/base/versions/3.4.0/topics/Quotes",David Smith,2017-05-15T00:00:00Z,base
Find an R conference or user group near you at https://jumpingrivers.github.io/meetingsR/ #rstats,David Smith,2017-05-16T00:00:00Z,community
How to access data in Azure Blob Storage or Data Lake from R #rstats on HDInsight https://docs.microsoft.com/en-us/azure/hdinsight/hdinsight-hadoop-r-server-storage,David Smith,2017-05-17T00:00:00Z,Microsoft
Generate a data frame with detailed info on every package on CRAN: tools::CRAN_package_db() #rstats,David Smith,2017-05-18T00:00:00Z,base
"Convert a numeric vector to a factor with ""cut"", e.g. cut(rnorm(100),3,c(""Low"",""Med"",""High"")) #rstats https://www.rdocumentation.org/packages/base/versions/3.4.0/topics/cut",David Smith,2017-05-19T00:00:00Z,base
simulate(obj) in {stats} will simulate one or more responses from the distribution of a fitted model object https://www.rdocumentation.org/packages/stats/versions/3.4.0/topics/simulate #rstats,JBR,2017-05-22T00:00:00Z,statistics
Get notifications of new and updated R packages with @CRANberriesFeed http://dirk.eddelbuettel.com/cranberries #rstats,David Smith,2017-05-23T00:00:00Z,community
Offload parallel processing jobs on partitioned data to remote clusters with rxExecBy in Microsoft R: https://blogs.msdn.microsoft.com/rserver/2017/05/10/rxexecby-productivity-and-scale-with-partitioned-data/ #rstats,David Smith,2017-05-24T00:00:00Z,Microsoft
One way to do a one-way analysis of variance: anova(lm(y ~ x)) where x is a factor https://www.rdocumentation.org/packages/stats/versions/3.4.0/topics/anova #rstats,JBR,2017-05-25T00:00:00Z,statistics
"Syntax trap: The ':' operator has higher precedence than '-' so 0:N-1 evaluates to (0:N)-1, not 0:(N-1) like you probably wanted #rstats",David Smith,2017-05-26T00:00:00Z,base
"To debug warnings, options(warn=2) converts warnings into errors https://www.rdocumentation.org/packages/base/versions/3.4.0/topics/options #rstats",David Smith,2017-05-29T00:00:00Z,base
"A guide to collaborating with (and getting help from) other R users online, by @noamross http://www.noamross.net/blog/2013/1/7/collaborating-with-r.html #rstats",@noamross,2017-05-30T00:00:00Z,help
Publish R functions as SQL Server stored procedures with the sqlrutils package in Microsoft R: http://blog.revolutionanalytics.com/2017/04/sqlrutils.html #rstats,David Smith,2017-05-31T00:00:00Z,Microsoft
"The r-help mailing list has beein going since April 1, 1997. Many thanks to all who have contributed! #rstats http://tolstoy.newcastle.edu.au/R/help/9704/0000.html",JBR,2017-06-01T00:00:00Z,holiday
You may find strptime() and strftime() useful for inputting and formatting dates https://www.rdocumentation.org/packages/base/versions/3.4.0/topics/strptime #rstats,Joseph Rickert,2017-06-02T00:00:00Z,base
Use the testthat package to create a testing framework for R packages: https://journal.r-project.org/archive/2011-1/RJournal_2011-1_Wickham.pdf #rstats,David Smith,2017-06-05T00:00:00Z,package
Getting started with RevoScaleR: package of big-data functions in Microsoft R Client & Server https://msdn.microsoft.com/en-us/microsoft-r/scaler-getting-started #rstats,David Smith,2017-06-07T00:00:00Z,Microsoft
Use biplot() to visualize principal components: biplot(princomp(USArrests)) https://www.rdocumentation.org/packages/stats/versions/3.4.0/topics/biplot.princomp #rstats,JBR,2017-06-08T00:00:00Z,graphics
"read.table(""clipboard"") can be a timesaver for quick copy-and-paste from spreadsheets into R http://www.dummies.com/programming/r/how-to-use-the-clipboard-to-copy-and-paste-data-in-r/ #rstats",@civilstat,2017-06-09T00:00:00Z,tip
"New to R? Try the ""sample session"" in the Introduction to R Manual for a 10-min tour: https://cloud.r-project.org/doc/manuals/R-intro.html#A-sample-session #rstats",David Smith,2017-06-12T00:00:00Z,beginner
"The ""margins"" package calculates partial effects for covariates in models (like Stata does) https://mran.microsoft.com/web/packages/margins/vignettes/Introduction.html #rstats",David Smith,2017-06-13T00:00:00Z,statistics
Use the rxNeuralNet function in Microsoft R to train deep neural networks with GPU acceleration https://msdn.microsoft.com/en-us/microsoft-r/microsoftml/packagehelp/rxneuralnet #rstats,David Smith,2017-06-14T00:00:00Z,Microsoft
cumprod(x) returns a vector containing the cumulative products of the vector x https://www.rdocumentation.org/packages/base/versions/3.4.0/topics/cumsum #rstats,JBR,2017-06-15T00:00:00Z,base
"With base graphics, par(mfrow=c(2,2)) will let you put 4 plots on the same device https://www.rdocumentation.org/packages/graphics/versions/3.4.0/topics/par #rstats",JBR,2017-06-16T00:00:00Z,graphics
"Convert a comma-separated string to a vector: strsplit(""red,green,blue"","","")[[1]] #rstats https://www.rdocumentation.org/packages/base/versions/3.4.0/topics/strsplit",David Smith,2017-06-19T00:00:00Z,base
Course notes for data journalists by @paldhous: Introduction to Data Visualization http://paldhous.github.io/ucb/2016/dataviz/week1.html #rstats,David Smith,2017-06-20T00:00:00Z,graphics
The doAzureParallel package uses low-priority VMs for cost-efficient large-scale parallel computations http://blog.revolutionanalytics.com/2017/03/doazureparallel.html #rstats,David Smith,2017-06-21T00:00:00Z,Microsoft
x[duplicated(x)] lists the repeated values in a vector x https://www.rdocumentation.org/packages/base/versions/3.4.0/topics/duplicated #rstats,David Smith,2017-06-22T00:00:00Z,base
Some common pitfalls when working with floating-point numbers in #rstats: http://blog.revolutionanalytics.com/2009/03/when-is-a-zero-not-a-zero.html,David Smith,2017-06-23T00:00:00Z,tip
Get started with Bayesian Survival Analysis with the bayesSurv package https://mran.microsoft.com/package/bayesSurv/ #rstats,JBR,2017-06-26T00:00:00Z,statistics
"With the expm package, M %^% n is an efficient function for raising a matrix to a power https://www.rdocumentation.org/packages/expm/versions/0.99-1.1/topics/matpow #rstats",JBR,2017-06-27T00:00:00Z,packages
"The useR! conference @UseR_Brussels takes place next week. Watch presentations from last year, here: https://channel9.msdn.com/Events/useR-international-R-User-conference/useR2016 #rstats",David Smith,2017-06-28T00:00:00Z,community
.libPaths() will show the directories where R looks for packages https://www.rdocumentation.org/packages/base/versions/3.4.0/topics/libPaths #rstats,John D Cook,2017-06-29T00:00:00Z,base
Add options(error=utils::recover) to .Rprofile to make it easier to debug errors thrown by R functions: https://www.rdocumentation.org/packages/utils/versions/3.4.0/topics/recover #rstats,David Smith,2017-07-03T00:00:00Z,base
"Create a map of the continental USA: 
library(maps); map(""state"") 
https://mran.microsoft.com/package/maps/ #rstats",David Smith,2017-07-04T00:00:00Z,holiday
The checkpoint function automatically finds and installs all packages required by the current project https://www.rdocumentation.org/packages/checkpoint/versions/0.4.0/topics/checkpoint #rstats,David Smith,2017-07-05T00:00:00Z,Microsoft
You can use a two-column matrix of integers to select disjoint values in a matrix by row/column https://cran.r-project.org/doc/manuals/r-release/R-lang.html#Indexing-matrices-and-arrays #rstats,JBR,2017-07-06T00:00:00Z,base
"NA's have special handling for logical comparisons. NA & FALSE is always FALSE, NA | TRUE is TRUE http://blog.revolutionanalytics.com/2016/07/understanding-na-in-r.html #rstats",David Smith,2017-07-07T00:00:00Z,base
Use hclust() for hierarchical clustering https://www.rdocumentation.org/packages/stats/versions/3.4.0/topics/hclust #rstats,JBR,2017-07-10T00:00:00Z,statistics
"Package developers: add
ByteCompile:yes
to the DESCRIPTION file to have your package compiled on install https://cran.r-project.org/doc/manuals/r-release/R-exts.html#The-DESCRIPTION-file #rstats",David Smith,2017-07-11T00:00:00Z,developer
Add user:cran to a search query on Github to search the code of all R packages on CRAN https://github.com/search #rstats,David Smith,2017-07-13T00:00:00Z,packages
"X %in% Y tests whether elements of X can be found in Y -- same as !is.na(match(X,Y)) #rstats https://www.rdocumentation.org/packages/base/versions/3.4.1/topics/match",JBR,2017-07-14T00:00:00Z,base
"file.path is a fast, platform-independent function to create paths to filenames https://www.rdocumentation.org/packages/base/versions/3.4.1/topics/file.path #rstats",David Smith,2017-07-17T00:00:00Z,base
Find R-ladies meetups in your area. Visit http://rladies.org/ and follow @RLadiesGlobal #rstats,David Smith,2017-07-18T00:00:00Z,community
Use the AzureDSVM package to spin up and use Data Science VM clusters from R http://blog.revolutionanalytics.com/2017/05/azuredsvm-a-new-r-package-for-elastic-use-of-the-azure-data-science-virtual-machine.html #rstats,David Smith,2017-07-19T00:00:00Z,Microsoft
"List row/col matrix indices, from largest value to smallest: cbind(row(x)[order(-x)],col(x)[order(-x)]) #rstats https://www.rdocumentation.org/packages/base/versions/3.4.1/topics/order",David Smith,2017-07-20T00:00:00Z,base
See help(par) for many options for controlling the appearance of base graphics in R https://www.rdocumentation.org/packages/graphics/versions/3.4.0/topics/par #rstats,David Smith,2017-07-21T00:00:00Z,graphics
Create Tufte-inspired graphics in R http://motioninsocial.com/tufte/ #rstats,JBR,2017-07-24T00:00:00Z,graphics
"Capture errors, warning and functions by wrapping the call in safely( ) from the purrr package https://www.rdocumentation.org/packages/purrr/versions/0.2.2.2/topics/safely #rstats",David Smith,2017-07-25T00:00:00Z,packages
